56683	C21orf59	56683	C21orf59	21	33973977	33985174	-
127829	ARL8A	127829	ARL8A	1	202102532	202113871	-
54058	C21orf58	54058	C21orf58	21	47720344	47743813	-
84100	ARL6	84100	ARL6	3	97483365	97520086	+
54059	C21orf57	54059	YBEY	21	47706250	47733020	+
151188	ARL6IP6	151188	ARL6IP6	2	153574407	153617767	+
84221	C21orf56	84221	SPATC1L	21	47581062	47605167	-
10550	ARL6IP5	10550	ARL6IP5	3	69134090	69155239	+
728409	C21orf54	728409	LINC01548	21	34537776	34542541	-
84303	CHCHD6	84303	CHCHD6	3	126423063	126679263	+
79145	CHCHD7	79145	CHCHD7	8	57124315	57131178	+
51287	CHCHD8	51287	COA4	11	73583712	73587890	-
9557	CHD1L	9557	CHD1L	1	146714291	146767447	+
1105	CHD1	1105	CHD1	5	98189689	98264522	-
1106	CHD2	1106	CHD2	15	93442286	93571237	+
10523	CHERP	10523	CHERP	19	16628700	16653341	-
55743	CHFR	55743	CHFR	12	133416937	133481459	-
1113	CHGA	1113	CHGA	14	93389445	93401638	+
1114	CHGB	1114	CHGB	20	5891974	5906007	+
1116	CHI3L1	1116	CHI3L1	1	203148059	203155978	-
1117	CHI3L2	1117	CHI3L2	1	111770281	111786062	+
387715	ARMS2	387715	ARMS2	10	124214179	124216868	+
150248	C22orf15	150248	C22orf15	22	24102622	24108050	+
54470	ARMCX6	54470	ARMCX6	X	100870108	100872991	-
83606	C22orf13	83606	GUCD1	22	24936406	24951901	-
64860	ARMCX5	64860	ARMCX5	X	101854096	101859087	+
149992	C21orf99	149992	ANKRD30BP2	21	14410487	14490572	+
51566	ARMCX3	51566	ARMCX3	X	100878117	100882833	+
80215	C21orf96	80215	RUNX1-IT1	21	36410222	36411723	-
246705	C21orf94	246705	LINC00314	21	29385682	29395528	+
9823	ARMCX2	9823	ARMCX2	X	100910267	100914894	-
51309	ARMCX1	51309	ARMCX1	X	100805466	100809683	+
54149	C21orf91	54149	C21orf91	21	19161284	19191703	-
80210	ARMC9	80210	ARMC9	2	232063294	232238606	+
114043	C21orf90	114043	TSPEAR-AS2	21	45937098	45938860	+
25852	ARMC8	25852	ARMC8	3	137906115	138017231	+
114041	C21orf88	114041	B3GALT5-AS1	21	40969074	40984749	-
79637	ARMC7	79637	ARMC7	17	73106047	73126360	+
114038	C21orf84	114038	LINC00313	21	44881974	44898103	-
93436	ARMC6	93436	ARMC6	19	19144387	19168987	+
114036	C21orf82	114036	LINC00310	21	35552978	35562220	+
79798	ARMC5	79798	ARMC5	16	31469010	31478488	+
391267	C21orf81	391267	ANKRD20A11P	21	15316090	15352765	-
57680	CHD8	57680	CHD8	14	21853353	21924276	-
80205	CHD9	80205	CHD9	16	53088905	53361414	+
55349	CHDH	55349	CHDH	3	53850324	53880420	-
1111	CHEK1	1111	CHEK1	11	125495031	125546150	+
11200	CHEK2	11200	CHEK2	22	29083731	29137822	-
10092	ARPC5	10092	ARPC5	1	183595328	183605076	-
339669	C22orf33	339669	TEX33	22	37387160	37403877	-
81873	ARPC5L	81873	ARPC5L	9	127626267	127640012	+
91689	C22orf32	91689	SMDT1	22	42475695	42480288	+
10093	ARPC4	10093	ARPC4	3	9834082	9848789	+
25770	C22orf31	25770	C22orf31	22	29454660	29457922	-
10094	ARPC3	10094	ARPC3	12	110872695	110888222	-
253143	C22orf30	253143	PRR14L	22	32077333	32146120	-
10109	ARPC2	10109	ARPC2	2	219081817	219119071	+
79680	C22orf29	79680	C22orf29	22	19833661	19842371	-
51493	C22orf28	51493	RTCB	22	32783562	32808274	-
10095	ARPC1B	10095	ARPC1B	7	98972298	99004226	+
10552	ARPC1A	10552	ARPC1A	7	98923496	98963885	+
150291	C22orf27	150291	MORC2-AS1	22	31318295	31322641	+
405	ARNT	405	ARNT	1	150782181	150849244	-
55267	C22orf26	55267	PRR34	22	46446339	46450024	-
406	ARNTL	406	ARNTL	11	13299325	13408813	+
128989	C22orf25	128989	TANGO2	22	20004554	20053449	+
56938	ARNTL2	56938	ARNTL2	12	27485787	27578746	+
25775	C22orf24	25775	C22orf24	22	32329507	32341336	-
9915	ARNT2	9915	ARNT2	15	80696692	80890278	+
84645	C22orf23	84645	C22orf23	22	38339057	38349676	-
27159	CHIA	27159	CHIA	1	111833474	111863188	+
53344	CHIC1	53344	CHIC1	X	72782984	72906937	+
26511	CHIC2	26511	CHIC2	4	54874540	54931562	-
66005	CHID1	66005	CHID1	11	867859	915058	-
645432	ARRDC5	645432	ARRDC5	19	4890449	4902879	-
9854	C2CD2L	9854	C2CD2L	11	118977771	118988304	+
91947	ARRDC4	91947	ARRDC4	15	98503933	98517068	+
23313	C22orf9	23313	KIAA0930	22	45588123	45636650	-
57561	ARRDC3	57561	ARRDC3	5	90664541	90679149	-
79640	C22orf46	79640	C22orf46	22	42086547	42094140	+
27106	ARRDC2	27106	ARRDC2	19	18111944	18124911	+
646023	C22orf45	646023	ADORA2A-AS1	22	24825178	24890783	-
92714	ARRDC1	92714	ARRDC1	9	140500092	140509812	+
51233	C22orf43	51233	DRICH1	22	23950639	23974508	-
409	ARRB2	409	ARRB2	17	4613789	4624795	+
150297	C22orf42	150297	C22orf42	22	32544993	32555510	-
644186	C22orf41	644186	SYCE3	22	50989541	51001328	-
408	ARRB1	408	ARRB1	11	74971166	75062875	-
407	ARR3	407	ARR3	X	69488185	69501691	+
150383	C22orf40	150383	CDPF1	22	46639910	46646193	-
10777	ARPP21	10777	ARPP21	3	35680666	35835988	+
128977	C22orf39	128977	C22orf39	22	19428409	19435755	-
10776	ARPP19	10776	ARPP19	15	52839384	52861436	-
388886	C22orf36	388886	LRRC75B	22	24981588	24989073	-
84517	ARPM1	84517	ACTRT3	3	169484709	169487683	-
348645	C22orf34	348645	C22orf34	22	50013290	50051190	-
548644	POLR2J3	548644	POLR2J3	7	102178365	102213107	-
417	ART1	417	ART1	11	3663487	3685844	+
27013	C2orf24	27013	CNPPD1	2	220036619	220042885	-
153642	ARSK	153642	ARSK	5	94890825	94940806	+
54978	C2orf18	54978	SLC35F6	2	26987131	27004099	+
79642	ARSJ	79642	ARSJ	4	114821432	114901281	-
84226	C2orf16	84226	C2orf16	2	27799389	27805589	+
340075	ARSI	340075	ARSI	5	149675909	149682525	-
150590	C2orf15	150590	C2orf15	2	99758185	99767950	+
347527	ARSH	347527	ARSH	X	2924654	2951426	+
100132708	C2orf14	100132708	CYP4F30P	2	131437623	131443436	+
22901	ARSG	22901	ARSG	17	66255323	66425516	+
100191040	C2CD4D	100191040	C2CD4D	1	151810339	151813033	-
416	ARSF	416	ARSF	X	2958275	3030770	+
126567	C2CD4C	126567	C2CD4C	19	405443	409170	-
388125	C2CD4B	388125	C2CD4B	15	62455734	62458359	-
744	MPPED2	744	MPPED2	11	30406040	30608260	-
758	MPPED1	758	MPPED1	22	43807202	43903688	+
138882	OR1N2	138882	OR1N2	9	125315449	125316441	+
55718	POLR3E	55718	POLR3E	16	22308696	22346424	+
23164	MPRIP	23164	MPRIP	17	16945790	17095962	+
158131	OR1Q1	158131	OR1Q1	9	125377017	125377961	+
415	ARSE	415	ARSE	X	2852673	2886345	-
414	ARSD	414	ARSD	X	2822011	2847416	-
145741	C2CD4A	145741	C2CD4A	15	62359176	62363116	+
411	ARSB	411	ARSB	5	78073032	78282357	-
26005	C2CD3	26005	C2CD3	11	73723759	73882064	-
410	ARSA	410	ARSA	22	51061182	51066601	-
25966	C2CD2	25966	C2CD2	21	43305219	43374066	-
4355	MPP2	4355	MPP2	17	41952727	41987079	-
26735	OR1L3	26735	OR1L3	9	125437409	125438383	+
5440	POLR2K	5440	POLR2K	8	101162839	101166230	+
254973	OR1L4	254973	OR1L4	9	125486269	125487204	+
5441	POLR2L	5441	POLR2L	11	839721	842529	-
58538	MPP4	58538	MPP4	2	202509597	202563467	-
392392	OR1K1	392392	OR1K1	9	125562402	125563352	+
84820	POLR2J4	84820	POLR2J4	7	43980494	44058748	-
4356	MPP3	4356	MPP3	17	41878167	41910547	-
26737	OR1L1	26737	OR1L1	9	125423995	125424927	+
5439	POLR2J	5439	POLR2J	7	102113547	102119446	-
51678	MPP6	51678	MPP6	7	24613007	24733322	+
125963	OR1M1	125963	OR1M1	19	9203921	9204862	+
10623	POLR3C	10623	POLR3C	1	145592605	145610972	-
64398	MPP5	64398	MPP5	14	67708012	67802778	+
138883	OR1N1	138883	OR1N1	9	125288637	125289572	-
661	POLR3D	661	POLR3D	8	22102619	22108680	+
65258	MPPE1	65258	MPPE1	18	11883470	11908796	-
392390	OR1L6	392390	OR1L6	9	125512127	125513062	+
11128	POLR3A	11128	POLR3A	10	79734907	79789298	-
143098	MPP7	143098	MPP7	10	28339922	28591953	-
138881	OR1L8	138881	OR1L8	9	125329827	125330756	-
55703	POLR3B	55703	POLR3B	12	106751436	106903976	+
10621	POLR3F	10621	POLR3F	20	18448033	18465287	+
219959	OR1S1	219959	OR1S1	11	57982217	57983194	+
84265	POLR3GL	84265	POLR3GL	1	145456236	145476081	-
653308	ASAH2B	653308	ASAH2B	10	52499688	52516948	+
427	ASAH1	427	ASAH1	8	17913925	17942507	-
57412	AS3MT	57412	AS3MT	10	104629183	104661656	+
367	AR	367	AR	X	66763874	66950461	+
170302	ARX	170302	ARX	X	25021811	25034065	-
421	ARVCF	421	ARVCF	22	19954126	20004325	-
64801	ARV1	64801	ARV1	1	231114823	231136479	+
9048	ARTN	9048	ARTN	1	44398992	44402912	+
112609	MRAP2	112609	MRAP2	6	84732746	84800606	+
3140	MR1	3140	MR1	1	181002561	181031074	+
401427	OR2A7	401427	OR2A7	7	143955789	143956721	-
116969	ART5	116969	ART5	11	3659733	3663546	-
420	ART4	420	ART4	12	14982245	14996413	-
408029	C2orf27B	408029	C2orf27B	2	132552534	132559234	-
419	ART3	419	ART3	4	76932333	77033955	+
29798	C2orf27A	29798	C2orf27A	2	132479973	132524977	+
84769	MPV17L2	84769	MPV17L2	19	18303986	18307552	+
135941	OR2A14	135941	OR2A14	7	143826206	143827138	+
51728	POLR3K	51728	POLR3K	16	96979	103632	-
4357	MPST	4357	MPST	22	37415683	37425863	+
346528	OR2A1	346528	OR2A1	7	144009039	144017558	+
5442	POLRMT	5442	POLRMT	19	617223	633665	-
4358	MPV17	4358	MPV17	2	27532360	27545969	-
219958	OR1S2	219958	OR1S2	11	57970676	57971653	-
10622	POLR3G	10622	POLR3G	5	89769876	89810474	+
255027	MPV17L	255027	MPV17L	16	15489611	15503543	+
346525	OR2A12	346525	OR2A12	7	143792201	143793133	+
171568	POLR3H	171568	POLR3H	22	41921803	41940479	-
10205	MPZL2	10205	MPZL2	11	118124131	118135251	-
79541	OR2A4	79541	OR2A4	6	132021609	132022541	-
285877	POM121L12	285877	POM121L12	7	53103349	53104618	+
9019	MPZL1	9019	MPZL1	1	167691187	167761156	+
393046	OR2A5	393046	OR2A5	7	143747495	143748430	+
25812	POM121L1P	25812	POM121L1P	22	22974028	22987012	-
4359	MPZ	4359	MPZ	1	161274525	161279762	-
392138	OR2A25	392138	OR2A25	7	143771313	143772245	+
100101267	POM121C	100101267	POM121C	7	75046060	75115565	-
196264	MPZL3	196264	MPZL3	11	118097405	118124135	-
442361	OR2A2	442361	OR2A2	7	143806676	143807632	+
646074	POM121L10P	646074	POM121L10P	22	25041133	25055114	-
29065	ASAP1IT1	29065	ASAP1-IT1	8	131307601	131308779	-
142686	ASB14	142686	ASB14	3	57302379	57326753	-
79754	ASB13	79754	ASB13	10	5680820	5708558	-
142689	ASB12	142689	ASB12	X	63444072	63450511	-
140456	ASB11	140456	ASB11	X	15293800	15333788	-
136371	ASB10	136371	ASB10	7	150872785	150884919	-
55616	ASAP3	55616	ASAP3	1	23755056	23810750	-
8853	ASAP2	8853	ASAP2	2	9346894	9545812	+
50807	ASAP1	50807	ASAP1	8	131064350	131455906	-
26188	OR1C1	26188	OR1C1	1	247920764	247921708	-
64425	POLR1E	64425	POLR1E	9	37485945	37503694	+
4991	OR1D2	4991	OR1D2	17	2995352	2996290	-
26189	OR1A2	26189	OR1A2	17	3100813	3101742	+
9533	POLR1C	9533	POLR1C	6	43484777	43497114	+
347169	OR1B1	347169	OR1B1	9	125390858	125391814	-
51082	POLR1D	51082	POLR1D	13	28194880	28241559	+
79827	ASAM	79827	CLMP	11	122943020	123066007	-
56624	ASAH2	56624	ASAH2	10	51947000	52008370	-
392309	OR13J1	392309	OR13J1	9	35869460	35870398	-
27343	POLL	27343	POLL	10	103338639	103348027	-
284532	OR14A16	284532	OR14A16	1	247978102	247979031	-
27434	POLM	27434	POLM	7	44111846	44122129	-
51426	POLK	51426	POLK	5	74807657	74895646	+
442191	OR14J1	442191	OR14J1	6	29274467	29275432	+
25885	POLR1A	25885	POLR1A	2	86253451	86333278	-
8383	OR1A1	8383	OR1A1	17	3118915	3119844	+
84172	POLR1B	84172	POLR1B	2	113298676	113334727	+
127066	OR14C36	127066	OR14C36	1	248512077	248513015	+
353497	POLN	353497	POLN	4	2073645	2243848	-
401994	OR14I1	401994	OR14I1	1	248844580	248862258	-
10721	POLQ	10721	POLQ	3	121150273	121264853	-
127247	ASB17	127247	ASB17	1	76384558	76398116	-
92591	ASB16	92591	ASB16	17	42248074	42256650	+
140460	ASB7	140460	ASB7	15	101142755	101191906	+
140459	ASB6	140459	ASB6	9	132396883	132404496	-
140458	ASB5	140458	ASB5	4	177134824	177198722	-
51666	ASB4	51666	ASB4	7	95115213	95169543	+
51130	ASB3	51130	ASB3	2	53897117	54014146	-
51676	ASB2	51676	ASB2	14	94400499	94443085	-
51665	ASB1	51665	ASB1	2	239335382	239360891	+
401036	ASB18	401036	ASB18	2	237103515	237172988	-
26219	OR1J4	26219	OR1J4	9	125281420	125282361	+
347168	OR1J1	347168	OR1J1	9	125239237	125240205	-
5438	POLR2I	5438	POLR2I	19	36604611	36606206	-
26740	OR1J2	26740	OR1J2	9	125231369	125276376	+
246721	POLR2J2	246721	POLR2J2	7	102277195	102312176	-
142685	ASB15	142685	ASB15	7	123241882	123277951	+
8387	OR1E1	8387	OR1E1	17	3300760	3301704	-
5432	POLR2C	5432	POLR2C	16	57496551	57505921	+
8388	OR1E2	8388	OR1E2	17	3336164	3337135	-
5433	POLR2D	5433	POLR2D	2	128603840	128615729	-
5430	POLR2A	5430	POLR2A	17	7387698	7417935	+
8385	OR1D4	653166	OR1D4	17	3143970	3144559	+
5431	POLR2B	5431	POLR2B	4	57844944	57897334	+
8390	OR1G1	8390	OR1G1	17	3029904	3030845	-
5436	POLR2G	5436	POLR2G	11	62529011	62534187	+
126370	OR1I1	126370	OR1I1	19	15197877	15198944	+
5437	POLR2H	5437	POLR2H	3	184079502	184086383	+
4992	OR1F1	4992	OR1F1	16	3254247	3255185	+
5434	POLR2E	5434	POLR2E	19	1086578	1095391	-
26184	OR1F2P	26184	OR1F2P	16	3265562	3266546	+
5435	POLR2F	5435	POLR2F	22	38349674	38368463	+
5425	POLD2	5425	POLD2	7	44154279	44163267	-
10714	POLD3	10714	POLD3	11	74303575	74380386	+
5423	POLB	5423	POLB	8	42195973	42229331	+
5424	POLD1	5424	POLD1	19	50887531	50921275	+
57804	POLD4	57804	POLD4	11	67118236	67121067	-
23275	POFUT2	23275	POFUT2	21	46683843	46707811	-
5422	POLA1	5422	POLA1	X	24712038	25015103	+
23649	POLA2	23649	POLA2	11	65029432	65065088	+
57645	POGK	57645	POGK	1	166808681	166823709	+
23126	POGZ	23126	POGZ	1	151375200	151445753	-
138805	OR13F1	138805	OR13F1	9	107266544	107267503	+
5429	POLH	5429	POLH	6	43543878	43588260	+
441933	OR13G1	441933	OR13G1	1	247835420	247836343	-
11201	POLI	11201	POLI	18	51795849	51837583	+
286362	OR13C9	286362	OR13C9	9	107379529	107380485	-
11232	POLG2	11232	POLG2	17	62473902	62493184	-
286365	OR13D1	286365	OR13D1	9	107456703	107457743	+
5428	POLG	5428	POLG	15	89859536	89878026	-
347468	OR13H1	347468	OR13H1	X	130678048	130678974	+
26073	POLDIP2	26073	POLDIP2	17	26673659	26684603	-
392376	OR13C2	392376	OR13C2	9	107366952	107367908	-
84271	POLDIP3	84271	POLDIP3	22	42979727	43010968	-
138799	OR13C5	138799	OR13C5	9	107360738	107361694	-
56655	POLE4	56655	POLE4	2	75185775	75196859	+
138802	OR13C8	138802	OR13C8	9	107331449	107332411	+
5426	POLE	5426	POLE	12	133200344	133264050	-
138803	OR13C3	138803	OR13C3	9	107298051	107299094	-
5427	POLE2	5427	POLE2	14	50110270	50155098	-
138804	OR13C4	138804	OR13C4	9	107288534	107289490	-
54107	POLE3	54107	POLE3	9	116169515	116173029	-
50640	PNPLA8	50640	PNPLA8	7	108110866	108168605	-
55163	PNPO	55163	PNPO	17	46018889	46026674	+
10908	PNPLA6	10908	PNPLA6	19	7599033	7626653	+
375775	PNPLA7	375775	PNPLA7	9	140354404	140445021	-
10957	PNRC1	10957	PNRC1	6	89790429	89794879	+
87178	PNPT1	87178	PNPT1	2	55861198	55921045	-
4860	PNP	4860	PNP	14	20937538	20946165	+
8228	PNPLA4	8228	PNPLA4	X	7866804	7895780	-
150379	PNPLA5	150379	PNPLA5	22	44275558	44287893	-
80339	PNPLA3	80339	PNPLA3	22	44319619	44343451	+
50512	PODXL2	50512	PODXL2	3	127348002	127391653	+
5420	PODXL	5420	PODXL	7	131185021	131241376	-
79883	PODNL1	79883	PODNL1	19	14042000	14064204	-
127435	PODN	127435	PODN	1	53527724	53551174	+
79983	POF1B	79983	POF1B	X	84532395	84634748	-
23509	POFUT1	23509	POFUT1	20	30795625	30826467	+
282809	POC1B	282809	POC1B	12	89813495	89920039	-
134359	POC5	134359	POC5	5	74970023	75013313	-
55629	PNRC2	55629	PNRC2	1	24286301	24289952	+
25886	POC1A	25886	POC1A	3	52109249	52188720	-
390439	OR11G2	390439	OR11G2	14	20665495	20666532	+
440153	OR11H12	440153	OR11H12	14	19377594	19378574	+
